accuracy,timestamp,type,value
2,398384958385129000,HeartRate,85
2,398385958391535000,HeartRate,85
2,398386958397941000,HeartRate,85
2,398387958404295000,HeartRate,85
2,398388958410702000,HeartRate,86
2,398389958417108000,HeartRate,87
2,398390958423514000,HeartRate,86
2,398391958429920000,HeartRate,87
2,398392958436327000,HeartRate,87
3,398391306425754000,HeartBeat,1
3,398391969429972000,HeartBeat,1
3,398393958442733000,HeartRate,87
3,398392632434243000,HeartBeat,1
3,398393317438618000,HeartBeat,1
3,398394958449139000,HeartRate,87
3,398394023443150000,HeartBeat,1
3,398395958455545000,HeartRate,87
3,398396958461900000,HeartRate,87
3,398397958468306000,HeartRate,87
3,398398958474712000,HeartRate,88
3,398399958481118000,HeartRate,88
3,398400958487525000,HeartRate,87
3,398401958493931000,HeartRate,86
3,398402958500337000,HeartRate,85
3,398403958506743000,HeartRate,85
3,398404958513097000,HeartRate,84
3,398403148501535000,HeartBeat,1
3,398403883506222000,HeartBeat,1
2,398405958519504000,HeartRate,83
3,398404661511222000,HeartBeat,1
3,398405441516222000,HeartBeat,1
2,398406958525910000,HeartRate,82
3,398406232521275000,HeartBeat,1
2,398407958532316000,HeartRate,82
3,398406677524139000,HeartBeat,1
2,398408958538722000,HeartRate,82
2,398409958545129000,HeartRate,82
2,398410958551535000,HeartRate,82
2,398411958557941000,HeartRate,83
2,398412958564347000,HeartRate,84
2,398413958570702000,HeartRate,84
2,398414958577108000,HeartRate,86
2,398415958583514000,HeartRate,85
2,398416958589920000,HeartRate,85
3,398415487580493000,HeartBeat,1
3,398416186584972000,HeartBeat,1
2,398417958596327000,HeartRate,85
3,398416913589660000,HeartBeat,1
2,398418958602733000,HeartRate,85
3,398417623594191000,HeartBeat,1
3,398418323598670000,HeartBeat,1
3,398419958609139000,HeartRate,84
3,398419046603306000,HeartBeat,1
3,398420958615545000,HeartRate,84
3,398419762607889000,HeartBeat,1
3,398420363611691000,HeartBeat,1
3,398421958621900000,HeartRate,84
3,398420879615025000,HeartBeat,1
3,398421460618722000,HeartBeat,1
3,398422958628306000,HeartRate,83
3,398421923621691000,HeartBeat,1
3,398423958634712000,HeartRate,84
3,398422664626431000,HeartBeat,1
3,398423367630962000,HeartBeat,1
3,398424958641118000,HeartRate,83
3,398424061635389000,HeartBeat,1
3,398425958647525000,HeartRate,84
3,398424776639972000,HeartBeat,1
3,398425454644295000,HeartBeat,1
3,398426958653931000,HeartRate,84
3,398426190648983000,HeartBeat,1
3,398427958660337000,HeartRate,84
3,398428958666743000,HeartRate,83
3,398429958673097000,HeartRate,83
3,398430958679504000,HeartRate,82
3,398431958685910000,HeartRate,83
3,398432958692316000,HeartRate,83
3,398431146680702000,HeartBeat,1
3,398431827685077000,HeartBeat,1
3,398433958698722000,HeartRate,83
3,398434958705129000,HeartRate,83
3,398435958711535000,HeartRate,82
3,398436958717605000,HeartRate,82
2,398437958724011000,HeartRate,81
2,398438958730366000,HeartRate,82
2,398439958736772000,HeartRate,83
2,398440958743178000,HeartRate,82
2,398441958749584000,HeartRate,83
2,398442958755991000,HeartRate,82
2,398443958762397000,HeartRate,82
2,398444958768803000,HeartRate,83
3,398442940755886000,HeartBeat,1
3,398443594760053000,HeartBeat,1
2,398445958775209000,HeartRate,83
3,398444275764428000,HeartBeat,1
2,398446958781564000,HeartRate,84
2,398447958787970000,HeartRate,83
2,398448958794376000,HeartRate,83
2,398449958800782000,HeartRate,82
2,398450958807189000,HeartRate,81
2,398451958813595000,HeartRate,82
3,398449867800209000,HeartBeat,1
3,398450591804845000,HeartBeat,1
3,398451263809116000,HeartBeat,1
2,398452958820001000,HeartRate,82
3,398451934813439000,HeartBeat,1
2,398453958826407000,HeartRate,82
3,398452639817970000,HeartBeat,1
2,398454958832814000,HeartRate,83
2,398455958839168000,HeartRate,83
2,398456958845574000,HeartRate,83
3,398457958851980000,HeartRate,83
3,398456072839897000,HeartBeat,1
3,398456746844220000,HeartBeat,1
3,398458958858386000,HeartRate,84
3,398457436848647000,HeartBeat,1
3,398459958864793000,HeartRate,84
3,398460958871199000,HeartRate,84
3,398461958877605000,HeartRate,84
3,398462958884011000,HeartRate,83
3,398461100872084000,HeartBeat,1
3,398461843876876000,HeartBeat,1
3,398462575881511000,HeartBeat,1
3,398463958890366000,HeartRate,83
3,398464958896772000,HeartRate,83
3,398463268885991000,HeartBeat,1
3,398463985890574000,HeartBeat,1
3,398465958903178000,HeartRate,83
3,398464672894949000,HeartBeat,1
2,398466958909584000,HeartRate,83
3,398465359899376000,HeartBeat,1
3,398466073903907000,HeartBeat,1
2,398467958915991000,HeartRate,82
3,398466745908230000,HeartBeat,1
2,398468958922397000,HeartRate,83
3,398467479912918000,HeartBeat,1
3,398468152917241000,HeartBeat,1
2,398469958928803000,HeartRate,83
3,398468861921772000,HeartBeat,1
2,398470958935209000,HeartRate,83
3,398469584926407000,HeartBeat,1
2,398471958941564000,HeartRate,82
3,398470297930939000,HeartBeat,1
2,398472958947970000,HeartRate,81
3,398471000935470000,HeartBeat,1
2,398473958954376000,HeartRate,81
2,398474958960782000,HeartRate,81
2,398475958967189000,HeartRate,81
2,398476958973595000,HeartRate,81
3,398475442963907000,HeartBeat,1
3,398475840966459000,HeartBeat,1
2,398477958980001000,HeartRate,81
2,398478958986407000,HeartRate,82
2,398479958992814000,HeartRate,83
2,398480958999168000,HeartRate,84
3,398479509989897000,HeartBeat,1
3,398480205994376000,HeartBeat,1
2,398481959005574000,HeartRate,84
3,398480914998907000,HeartBeat,1
2,398482959011980000,HeartRate,84
3,398481636003543000,HeartBeat,1
3,398482364008178000,HeartBeat,1
2,398483959018386000,HeartRate,83
3,398483081012761000,HeartBeat,1
2,398484959024793000,HeartRate,83
3,398483786017293000,HeartBeat,1
3,398484488021772000,HeartBeat,1
3,398485959031199000,HeartRate,83
3,398486959037605000,HeartRate,82
3,398485209026407000,HeartBeat,1
3,398487959044011000,HeartRate,82
3,398488959050366000,HeartRate,83
3,398489959056772000,HeartRate,83
3,398488074044741000,HeartBeat,1
3,398488758049116000,HeartBeat,1
3,398489445053491000,HeartBeat,1
3,398490959063178000,HeartRate,84
3,398490130057866000,HeartBeat,1
3,398491959069584000,HeartRate,84
3,398490834062397000,HeartBeat,1
3,398491556067032000,HeartBeat,1
3,398492959075991000,HeartRate,84
3,398492256071511000,HeartBeat,1
3,398493959082397000,HeartRate,84
3,398492967076043000,HeartBeat,1
3,398494959088803000,HeartRate,84
3,398493687080626000,HeartBeat,1
3,398495959095209000,HeartRate,83
3,398494534086095000,HeartBeat,1
3,398496959101489000,HeartRate,83
3,398497959107895000,HeartRate,83
3,398498959114301000,HeartRate,83
3,398497318103832000,HeartBeat,1
3,398498038108416000,HeartBeat,1
3,398499959120707000,HeartRate,82
3,398498784113207000,HeartBeat,1
3,398500959127114000,HeartRate,82
3,398501959133520000,HeartRate,83
3,398502959139926000,HeartRate,81
2,398503959146332000,HeartRate,81
2,398504959152739000,HeartRate,81
3,398503209141541000,HeartBeat,1
3,398503884145811000,HeartBeat,1
2,398505959159093000,HeartRate,80
3,398504678150916000,HeartBeat,1
2,398506959165499000,HeartRate,80
3,398505343155186000,HeartBeat,1
2,398507959171905000,HeartRate,79
3,398508959178311000,HeartRate,79
3,398509959184718000,HeartRate,79
3,398508471175186000,HeartBeat,1
3,398509213179926000,HeartBeat,1
3,398510959191124000,HeartRate,79
3,398509951184666000,HeartBeat,1
3,398511959197530000,HeartRate,80
3,398510689189405000,HeartBeat,1
3,398511395193884000,HeartBeat,1
3,398512959203936000,HeartRate,80
3,398512122198572000,HeartBeat,1
3,398513959210291000,HeartRate,81
3,398512846203207000,HeartBeat,1
3,398513566207791000,HeartBeat,1
3,398514959216697000,HeartRate,81
3,398514288212426000,HeartBeat,1
3,398515959223103000,HeartRate,80
3,398516959229509000,HeartRate,80
3,398517959235916000,HeartRate,81
3,398516427226124000,HeartBeat,1
3,398517161230811000,HeartBeat,1
3,398518959242322000,HeartRate,80
3,398519959248728000,HeartRate,81
3,398520959255134000,HeartRate,80
3,398521959261541000,HeartRate,80
3,398522959267895000,HeartRate,80
3,398523959274301000,HeartRate,81
3,398524959280707000,HeartRate,81
3,398522944267843000,HeartBeat,1
3,398523645272322000,HeartBeat,1
3,398524348276801000,HeartBeat,1
3,398525959287114000,HeartRate,82
3,398525037281228000,HeartBeat,1
3,398526959293520000,HeartRate,82
3,398525703285499000,HeartBeat,1
3,398526405289978000,HeartBeat,1
3,398527959299926000,HeartRate,83
3,398527100294405000,HeartBeat,1
3,398528959306332000,HeartRate,83
3,398527798298884000,HeartBeat,1
3,398529959312739000,HeartRate,83
3,398528520303520000,HeartBeat,1
3,398530959319093000,HeartRate,83
3,398529241308103000,HeartBeat,1
3,398531959325499000,HeartRate,84
3,398529973312791000,HeartBeat,1
3,398530662317218000,HeartBeat,1
3,398531385321853000,HeartBeat,1
3,398532959331905000,HeartRate,84
3,398532115326489000,HeartBeat,1
3,398533959338311000,HeartRate,84
3,398532833331124000,HeartBeat,1
3,398533531335551000,HeartBeat,1
3,398534959344718000,HeartRate,84
3,398534204339874000,HeartBeat,1
3,398535959351124000,HeartRate,84
3,398534890344249000,HeartBeat,1
3,398535565348572000,HeartBeat,1
3,398536959357530000,HeartRate,85
3,398536232352843000,HeartBeat,1
3,398537959363936000,HeartRate,86
3,398536882357009000,HeartBeat,1
3,398538959370291000,HeartRate,87
3,398539959376697000,HeartRate,87
3,398540959383103000,HeartRate,86
3,398541959389509000,HeartRate,86
3,398542959395916000,HeartRate,86
3,398541635387426000,HeartBeat,1
3,398542342391957000,HeartBeat,1
3,398543959402322000,HeartRate,87
3,398543000396176000,HeartBeat,1
3,398544959408728000,HeartRate,88
3,398543651400343000,HeartBeat,1
3,398544360404874000,HeartBeat,1
3,398545959415134000,HeartRate,87
3,398545030409197000,HeartBeat,1
3,398546959421541000,HeartRate,88
3,398547959427895000,HeartRate,88
3,398548959434301000,HeartRate,87
3,398549959440707000,HeartRate,88
3,398550959447114000,HeartRate,87
3,398549124435395000,HeartBeat,1
3,398549828439874000,HeartBeat,1
3,398550536444405000,HeartBeat,1
3,398551959453520000,HeartRate,87
3,398551229448832000,HeartBeat,1
3,398552959459926000,HeartRate,87
3,398551907453207000,HeartBeat,1
3,398553959466332000,HeartRate,87
3,398552578457478000,HeartBeat,1
3,398553260461853000,HeartBeat,1
3,398554959472739000,HeartRate,87
3,398553943466228000,HeartBeat,1
3,398555959479093000,HeartRate,87
3,398554640470655000,HeartBeat,1
3,398556959485373000,HeartRate,86
3,398555328474434000,HeartBeat,1
3,398557959491257000,HeartRate,86
3,398556091479330000,HeartBeat,1
3,398556737483445000,HeartBeat,1
3,398557429487872000,HeartBeat,1
3,398558959497663000,HeartRate,87
3,398558108492247000,HeartBeat,1
3,398559959504070000,HeartRate,87
3,398558791496570000,HeartBeat,1
3,398560959510476000,HeartRate,87
3,398559529501309000,HeartBeat,1
3,398560190505528000,HeartBeat,1
3,398561959516882000,HeartRate,87
3,398560881509955000,HeartBeat,1
3,398562959523288000,HeartRate,87
3,398561562514330000,HeartBeat,1
3,398562242518705000,HeartBeat,1
3,398563959529695000,HeartRate,86
3,398562948523184000,HeartBeat,1
3,398564959536049000,HeartRate,86
3,398563644527663000,HeartBeat,1
3,398565959542455000,HeartRate,87
3,398564336532091000,HeartBeat,1
3,398566959548861000,HeartRate,87
3,398567959555268000,HeartRate,87
3,398568959561674000,HeartRate,87
3,398567063549538000,HeartBeat,1
3,398567745553913000,HeartBeat,1
3,398569959568080000,HeartRate,87
3,398570959574486000,HeartRate,88
3,398571959580893000,HeartRate,87
3,398570492571466000,HeartBeat,1
3,398571172575841000,HeartBeat,1
3,398572959587247000,HeartRate,86
3,398571864580268000,HeartBeat,1
3,398572563584747000,HeartBeat,1
3,398573959593653000,HeartRate,86
3,398574959600059000,HeartRate,86
3,398573243589070000,HeartBeat,1
3,398575959606466000,HeartRate,86
3,398576959612872000,HeartRate,86
3,398575275602091000,HeartBeat,1
3,398575946606361000,HeartBeat,1
3,398577959619278000,HeartRate,87
3,398576604610580000,HeartBeat,1
3,398577263614799000,HeartBeat,1
3,398578959625684000,HeartRate,87
3,398577932619122000,HeartBeat,1
3,398579959632091000,HeartRate,87
3,398578620623497000,HeartBeat,1
3,398579321627976000,HeartBeat,1
3,398580959638445000,HeartRate,87
3,398580007632403000,HeartBeat,1
3,398581959644851000,HeartRate,87
3,398580694636778000,HeartBeat,1
3,398581388641205000,HeartBeat,1
3,398582959651257000,HeartRate,87
3,398582083645684000,HeartBeat,1
3,398583959657663000,HeartRate,86
3,398582795650216000,HeartBeat,1
3,398583475654591000,HeartBeat,1
3,398584959664070000,HeartRate,86
3,398584163658966000,HeartBeat,1
3,398585959670476000,HeartRate,86
3,398584866663497000,HeartBeat,1
3,398586959676882000,HeartRate,86
3,398585564667924000,HeartBeat,1
3,398587959683288000,HeartRate,86
3,398588959689695000,HeartRate,86
3,398587543680632000,HeartBeat,1
3,398588337685684000,HeartBeat,1
3,398589959696049000,HeartRate,87
3,398589031690111000,HeartBeat,1
3,398590959702455000,HeartRate,86
3,398589620693913000,HeartBeat,1
3,398591959708861000,HeartRate,86
3,398592959715268000,HeartRate,86
3,398593959721674000,HeartRate,86
3,398594959728080000,HeartRate,85
3,398595959734486000,HeartRate,86
3,398596959740893000,HeartRate,86
2,398597959747247000,HeartRate,84
2,398598959753653000,HeartRate,84
2,398599959760059000,HeartRate,85
2,398600959766466000,HeartRate,85
2,398601959772872000,HeartRate,86
3,398602959779278000,HeartRate,87
3,398601032766934000,HeartBeat,1
3,398601729771413000,HeartBeat,1
3,398602440775945000,HeartBeat,1
3,398603959785684000,HeartRate,86
3,398603154780528000,HeartBeat,1
3,398604959792091000,HeartRate,86
3,398603880785163000,HeartBeat,1
3,398605959798497000,HeartRate,85
3,398604609789851000,HeartBeat,1
3,398605324794382000,HeartBeat,1
3,398606959804851000,HeartRate,84
3,398606045799018000,HeartBeat,1
3,398607959811257000,HeartRate,84
3,398606774803705000,HeartBeat,1
3,398607462808080000,HeartBeat,1
3,398608959817663000,HeartRate,84
3,398608165812611000,HeartBeat,1
3,398609959824070000,HeartRate,84
3,398608871817091000,HeartBeat,1
3,398610959830476000,HeartRate,84
3,398609589821726000,HeartBeat,1
3,398611959836882000,HeartRate,84
3,398612959843288000,HeartRate,83
3,398613959849695000,HeartRate,83
3,398612482840715000,HeartBeat,1
3,398613204845350000,HeartBeat,1
3,398614959856548000,HeartRate,83
3,398613921849933000,HeartBeat,1
3,398615959862954000,HeartRate,83
3,398614644854569000,HeartBeat,1
3,398615353859100000,HeartBeat,1
3,398616959869360000,HeartRate,83
3,398616036863475000,HeartBeat,1
3,398617959875767000,HeartRate,84
3,398616713867798000,HeartBeat,1
3,398618959882173000,HeartRate,83
3,398619959888579000,HeartRate,84
3,398620959894985000,HeartRate,83
3,398618773880975000,HeartBeat,1
3,398619478885506000,HeartBeat,1
3,398621959901392000,HeartRate,83
3,398620320890871000,HeartBeat,1
3,398622959907746000,HeartRate,83
3,398623959914152000,HeartRate,83
3,398624959920558000,HeartRate,82
3,398625959926965000,HeartRate,81
3,398626959933371000,HeartRate,81
3,398625234922329000,HeartBeat,1
3,398625946926912000,HeartBeat,1
3,398627959939777000,HeartRate,81
3,398628959946183000,HeartRate,81
3,398629959952590000,HeartRate,82
3,398630959958996000,HeartRate,83
3,398631959965350000,HeartRate,83
3,398632959971756000,HeartRate,82
3,398633959978162000,HeartRate,82
3,398631535962642000,HeartBeat,1
3,398632236967121000,HeartBeat,1
3,398632932971600000,HeartBeat,1
3,398634959984569000,HeartRate,82
3,398633654976235000,HeartBeat,1
3,398634384980871000,HeartBeat,1
3,398635959990975000,HeartRate,83
3,398635084985350000,HeartBeat,1
3,398636959997381000,HeartRate,83
3,398635793989933000,HeartBeat,1
3,398636506994465000,HeartBeat,1
3,398637960003787000,HeartRate,84
3,398637212998996000,HeartBeat,1
3,398638960010194000,HeartRate,84
3,398639960016548000,HeartRate,84
3,398640960022954000,HeartRate,84
3,398641960029360000,HeartRate,84
3,398642960035767000,HeartRate,84
3,398643960042173000,HeartRate,84
3,398644960048579000,HeartRate,84
3,398645960054985000,HeartRate,84
3,398646960061392000,HeartRate,84
3,398647960067746000,HeartRate,84
3,398648960074152000,HeartRate,83
3,398649960080558000,HeartRate,84
3,398650960086965000,HeartRate,85
3,398651960093371000,HeartRate,85
3,398652960099777000,HeartRate,85
3,398651380089673000,HeartBeat,1
3,398652117094360000,HeartBeat,1
3,398653960106183000,HeartRate,86
3,398652795098735000,HeartBeat,1
3,398653515103319000,HeartBeat,1
3,398654960112590000,HeartRate,86
3,398655960118996000,HeartRate,85
3,398656960125350000,HeartRate,85
3,398657960131756000,HeartRate,86
3,398656328121340000,HeartBeat,1
3,398657023125767000,HeartBeat,1
3,398658960138162000,HeartRate,87
3,398657657129829000,HeartBeat,1
3,398658387134517000,HeartBeat,1
3,398659960144569000,HeartRate,87
3,398659080138944000,HeartBeat,1
3,398660960150975000,HeartRate,86
3,398661960157381000,HeartRate,86
3,398662960163787000,HeartRate,86
3,398663960170194000,HeartRate,87
3,398662575161287000,HeartBeat,1
3,398663271165767000,HeartBeat,1
3,398664960176548000,HeartRate,87
3,398663984170350000,HeartBeat,1
3,398665960182954000,HeartRate,87
3,398664774175402000,HeartBeat,1
3,398665440179621000,HeartBeat,1
3,398666960189360000,HeartRate,86
3,398666267184933000,HeartBeat,1
3,398667960195767000,HeartRate,86
3,398666705187746000,HeartBeat,1
3,398668960202173000,HeartRate,86
3,398669960208579000,HeartRate,86
3,398670960214985000,HeartRate,87
3,398671960221392000,HeartRate,86
3,398672960228192000,HeartRate,87
3,398673960234546000,HeartRate,87
3,398674960240952000,HeartRate,88
3,398675960247359000,HeartRate,88
2,398676960253765000,HeartRate,89
2,398677960260171000,HeartRate,88
2,398678960266577000,HeartRate,88
2,398679960272984000,HeartRate,87
2,398680960279390000,HeartRate,86
2,398681960285744000,HeartRate,87
3,398680426275952000,HeartBeat,1
3,398681118280379000,HeartBeat,1
2,398682960292150000,HeartRate,86
3,398681828284911000,HeartBeat,1
3,398683960298556000,HeartRate,86
3,398684960304963000,HeartRate,86
3,398685960311369000,HeartRate,85
3,398686960317775000,HeartRate,85
3,398687960324181000,HeartRate,86
3,398688960330588000,HeartRate,85
2,398689960336942000,HeartRate,85
2,398690960343348000,HeartRate,85
2,398691960349754000,HeartRate,85
2,398692960356161000,HeartRate,85
3,398691524346994000,HeartBeat,1
3,398692223351473000,HeartBeat,1
3,398693960362567000,HeartRate,85
3,398692878355640000,HeartBeat,1
3,398693548359911000,HeartBeat,1
3,398694960368973000,HeartRate,86
3,398694228364286000,HeartBeat,1
3,398695960375379000,HeartRate,86
3,398694932368765000,HeartBeat,1
3,398696960381786000,HeartRate,86
3,398695634373296000,HeartBeat,1
3,398696339377775000,HeartBeat,1
3,398697960388192000,HeartRate,86
3,398697021382150000,HeartBeat,1
3,398698960394546000,HeartRate,86
3,398697687386421000,HeartBeat,1
3,398699960400952000,HeartRate,87
3,398700960407359000,HeartRate,87
3,398701960413765000,HeartRate,87
3,398699689399234000,HeartBeat,1
3,398700547404702000,HeartBeat,1
3,398701035407827000,HeartBeat,1
3,398702960420171000,HeartRate,88
3,398701739412359000,HeartBeat,1
3,398702430416786000,HeartBeat,1
3,398703960426577000,HeartRate,88
3,398704960432984000,HeartRate,88
3,398705960439390000,HeartRate,87
3,398706960445744000,HeartRate,87
3,398705254434859000,HeartBeat,1
3,398705936439234000,HeartBeat,1
3,398707960452150000,HeartRate,87
3,398706644443765000,HeartBeat,1
3,398707362448348000,HeartBeat,1
3,398708960458556000,HeartRate,86
3,398709960464963000,HeartRate,86
3,398710960471369000,HeartRate,85
3,398711960477775000,HeartRate,84
3,398712960484181000,HeartRate,85
3,398713960490588000,HeartRate,85
3,398714960496994000,HeartRate,85
3,398715960503348000,HeartRate,85
3,398716960509754000,HeartRate,85
3,398717960516161000,HeartRate,84
3,398718960522567000,HeartRate,83
3,398719960528973000,HeartRate,83
3,398720960535379000,HeartRate,83
3,398721960541786000,HeartRate,82
2,398722960548192000,HeartRate,82
2,398723960554546000,HeartRate,81
2,398724960560952000,HeartRate,82
2,398725960567359000,HeartRate,82
3,398724471557827000,HeartBeat,1
3,398725150562202000,HeartBeat,1
2,398726960573765000,HeartRate,83
3,398725855566681000,HeartBeat,1
2,398727960580171000,HeartRate,82
2,398728960586577000,HeartRate,82
2,398729960592984000,HeartRate,82
3,398727974580275000,HeartBeat,1
3,398728659584650000,HeartBeat,1
3,398729346589025000,HeartBeat,1
2,398730960599390000,HeartRate,83
3,398730043593504000,HeartBeat,1
2,398731960605744000,HeartRate,83
3,398730754598036000,HeartBeat,1
3,398732960611867000,HeartRate,83
3,398731462601503000,HeartBeat,1
3,398733960617492000,HeartRate,83
3,398734960623899000,HeartRate,83
2,398735960630305000,HeartRate,82
2,398736960636711000,HeartRate,83
3,398737960643117000,HeartRate,84
3,398738960649524000,HeartRate,83
3,398739960655930000,HeartRate,83
3,398740960662284000,HeartRate,84
3,398741960668690000,HeartRate,85
3,398740387658638000,HeartBeat,1
3,398741001662545000,HeartBeat,1
3,398742960675097000,HeartRate,86
3,398741743667336000,HeartBeat,1
3,398743960681503000,HeartRate,86
3,398744960687909000,HeartRate,86
3,398745960694315000,HeartRate,86
3,398746960700722000,HeartRate,85
3,398747960707128000,HeartRate,86
3,398748960713482000,HeartRate,87
3,398746948700617000,HeartBeat,1
3,398747522704315000,HeartBeat,1
3,398749960719888000,HeartRate,87
3,398750960726295000,HeartRate,87
2,398751960732701000,HeartRate,85
2,398752960739107000,HeartRate,85
2,398753960745513000,HeartRate,85
3,398751839731920000,HeartBeat,1
3,398752594736763000,HeartBeat,1
2,398754960751920000,HeartRate,86
3,398753226740826000,HeartBeat,1
3,398753914745201000,HeartBeat,1
2,398755960758326000,HeartRate,86
3,398754594749576000,HeartBeat,1
3,398755271753899000,HeartBeat,1
2,398756960764732000,HeartRate,85
3,398755985758482000,HeartBeat,1
2,398757960771086000,HeartRate,84
3,398756708763117000,HeartBeat,1
2,398758960777492000,HeartRate,86
3,398757390767440000,HeartBeat,1
3,398758045771659000,HeartBeat,1
3,398759960783899000,HeartRate,86
3,398760960790305000,HeartRate,86
3,398761960796711000,HeartRate,87
3,398760092784732000,HeartBeat,1
3,398760774789107000,HeartBeat,1
3,398762960803117000,HeartRate,88
3,398763960809524000,HeartRate,88
2,398764960815930000,HeartRate,89
2,398765960822284000,HeartRate,89
2,398766960828690000,HeartRate,88
2,398767960835097000,HeartRate,88
2,398768960841503000,HeartRate,87
2,398769960847909000,HeartRate,86
2,398770960854315000,HeartRate,84
2,398771960860722000,HeartRate,84
2,398772960867128000,HeartRate,83
2,398773960873482000,HeartRate,84
2,398774960879888000,HeartRate,84
2,398775960886295000,HeartRate,84
2,398776960892701000,HeartRate,83
2,398777960899107000,HeartRate,83
2,398778960905513000,HeartRate,83
2,398779960911920000,HeartRate,83
2,398780960918326000,HeartRate,82
2,398781960924732000,HeartRate,82
2,398782960931086000,HeartRate,82
2,398783960937492000,HeartRate,83
2,398784960943899000,HeartRate,84
2,398785960950305000,HeartRate,84
3,398783794936451000,HeartBeat,1
3,398784454940670000,HeartBeat,1
3,398785139945045000,HeartBeat,1
2,398786960956711000,HeartRate,85
3,398785827949472000,HeartBeat,1
2,398787960963117000,HeartRate,87
3,398786573954211000,HeartBeat,1
3,398787255958586000,HeartBeat,1
2,398788960969524000,HeartRate,87
2,398789960975930000,HeartRate,87
2,398790960982284000,HeartRate,87
2,398791960989292000,HeartRate,86
2,398792960995699000,HeartRate,86
2,398793961002105000,HeartRate,87
2,398794961008511000,HeartRate,87
2,398795961014917000,HeartRate,86
2,398796961021324000,HeartRate,84
2,398797961027730000,HeartRate,84
2,398798961034084000,HeartRate,84
2,398799961040490000,HeartRate,84
2,398800961046897000,HeartRate,85
2,398801961053303000,HeartRate,82
2,398802961059709000,HeartRate,83
2,398803961066115000,HeartRate,82
2,398804961072522000,HeartRate,84
2,398805961078928000,HeartRate,84
2,398806961085334000,HeartRate,85
2,398807961091688000,HeartRate,86
3,398806486082261000,HeartBeat,1
3,398807160086584000,HeartBeat,1
3,398808961098094000,HeartRate,87
3,398807839090907000,HeartBeat,1
